Date,Day,Agent ID,Language,ACD Calls in 10 Sec,ACD Calls in 20 Sec,ABAN Calls in 10 Sec,Call Offered,ACD Calls,ABAN Calls,ACD Time,ACW Time,Hold Time,Held Calls,Company,Service Level %,Service Level Status,Avg Hold Time,Hold Time Status,Avg Handle Time,AHT Status
2023-07-01,Saturday,AGT_035,Urdu,46,55,15,87,55,32,8929,1785,1190,15,Digitech,76.38888888888889,Penalty,21.636363636363637,Penalty,216.43636363636364,Good
2023-07-01,Saturday,AGT_035,Kannada,38,49,0,60,60,0,11713,2342,1561,11,Digitech,81.66666666666667,Penalty,26.016666666666666,Penalty,260.26666666666665,Penalty
2023-07-01,Saturday,AGT_035,Odia,19,32,0,46,46,0,8609,1721,1147,10,Digitech,69.56521739130434,Penalty,24.934782608695652,Penalty,249.5,Penalty
2023-07-01,Saturday,AGT_035,Malayalam,21,29,0,41,41,0,8176,1635,1090,14,Digitech,70.73170731707317,Penalty,26.585365853658537,Penalty,265.8780487804878,Penalty
2023-07-01,Saturday,AGT_035,Punjabi,10,18,8,29,18,11,3628,725,483,7,Digitech,85.71428571428571,Good,26.833333333333332,Penalty,268.6666666666667,Penalty
2023-07-01,Saturday,AGT_035,Assamese,67,99,0,132,132,0,23414,4682,3121,24,Digitech,75.0,Penalty,23.643939393939394,Penalty,236.49242424242425,Good
2023-07-01,Saturday,AGT_024,Hindi,530,610,138,816,610,206,113928,22785,15190,132,Digitech,89.97050147492625,Good,24.901639344262296,Penalty,249.02131147540985,Penalty
2023-07-01,Saturday,AGT_024,Bengali,136,164,17,250,223,27,42848,8569,5713,73,Digitech,70.3862660944206,Penalty,25.618834080717487,Penalty,256.1883408071749,Penalty
2023-07-01,Saturday,AGT_024,Marathi,120,146,12,195,171,24,33053,6610,4407,33,Digitech,79.78142076502732,Penalty,25.771929824561404,Penalty,257.719298245614,Penalty
2023-07-01,Saturday,AGT_024,Telugu,58,73,12,103,73,30,15117,3023,2015,12,Digitech,80.21978021978022,Penalty,27.602739726027398,Penalty,276.09589041095893,Penalty
2023-07-01,Saturday,AGT_024,Tamil,62,110,6,136,123,13,21667,4333,2888,19,Digitech,84.61538461538461,Penalty,23.479674796747968,Penalty,234.8617886178862,Good
2023-07-01,Saturday,AGT_024,Gujarati,43,67,13,101,70,31,12226,2445,1630,11,Digitech,76.13636363636364,Penalty,23.285714285714285,Penalty,232.87142857142857,Good
2023-07-01,Saturday,AGT_024,Urdu,52,58,0,64,63,1,12470,2494,1662,8,Digitech,90.625,Good,26.38095238095238,Penalty,263.9047619047619,Penalty
2023-07-01,Saturday,AGT_024,Kannada,46,69,1,92,89,3,15901,3180,2120,21,Digitech,75.82417582417582,Penalty,23.820224719101123,Penalty,238.2134831460674,Good
2023-07-01,Saturday,AGT_024,Odia,26,46,8,66,48,18,8137,1627,1084,9,Digitech,79.3103448275862,Penalty,22.583333333333332,Penalty,226.0,Good
2023-07-01,Saturday,AGT_024,Malayalam,34,49,7,71,59,12,9869,1973,1315,7,Digitech,76.5625,Penalty,22.28813559322034,Penalty,223.0,Good
2023-07-01,Saturday,AGT_024,Punjabi,13,18,0,23,22,1,3747,749,499,5,Digitech,78.26086956521739,Penalty,22.681818181818183,Penalty,227.04545454545453,Good
2023-07-01,Saturday,AGT_024,Assamese,164,184,0,229,229,0,46977,9395,6263,41,Digitech,80.34934497816593,Penalty,27.349344978165938,Penalty,273.51528384279476,Penalty
2023-07-01,Saturday,AGT_037,Hindi,517,863,13,1115,1095,20,193858,38771,25847,429,Digitech,78.31215970961888,Penalty,23.60456621004566,Penalty,236.0511415525114,Good
2023-07-01,Saturday,AGT_037,Bengali,49,81,0,91,91,0,16054,3210,2140,36,Digitech,89.01098901098901,Good,23.516483516483518,Penalty,235.2087912087912,Good
2023-07-01,Saturday,AGT_037,Marathi,62,84,12,125,99,26,16823,3364,2243,12,Digitech,74.33628318584071,Penalty,22.656565656565657,Penalty,226.56565656565655,Good
2023-07-01,Saturday,AGT_037,Telugu,109,147,0,195,195,0,38737,7747,5165,55,Digitech,75.38461538461539,Penalty,26.487179487179485,Penalty,264.8666666666667,Penalty
2023-07-01,Saturday,AGT_037,Tamil,80,139,9,166,150,16,28106,5621,3747,20,Digitech,88.53503184713377,Good,24.98,Penalty,249.82666666666665,Penalty
2023-07-01,Saturday,AGT_037,Gujarati,65,78,8,101,85,16,17091,3418,2278,32,Digitech,83.87096774193549,Penalty,26.8,Penalty,268.08235294117645,Penalty
2023-07-01,Saturday,AGT_037,Urdu,42,59,9,74,59,15,10138,2027,1351,6,Digitech,90.76923076923077,Good,22.89830508474576,Penalty,229.08474576271186,Good
2023-07-01,Saturday,AGT_037,Kannada,53,67,9,99,82,17,14678,2935,1957,21,Digitech,74.44444444444444,Penalty,23.865853658536587,Penalty,238.65853658536585,Good
2023-07-01,Saturday,AGT_037,Odia,25,41,0,59,59,0,12214,2442,1628,15,Digitech,69.49152542372882,Penalty,27.593220338983052,Penalty,276.0,Penalty
2023-07-01,Saturday,AGT_037,Malayalam,40,49,6,63,49,14,9621,1924,1282,5,Digitech,85.96491228070175,Good,26.163265306122447,Penalty,261.7755102040816,Penalty
2023-07-01,Saturday,AGT_037,Punjabi,17,30,0,41,41,0,7244,1448,965,13,Digitech,73.17073170731707,Penalty,23.536585365853657,Penalty,235.53658536585365,Good
2023-07-01,Saturday,AGT_037,Assamese,141,185,6,220,211,9,38171,7634,5089,82,Digitech,86.44859813084112,Good,24.118483412322274,Penalty,241.2037914691943,Penalty
2023-07-01,Saturday,AGT_038,Hindi,263,509,81,754,552,202,98859,19771,13181,110,Digitech,75.63150074294205,Penalty,23.878623188405797,Penalty,238.78804347826087,Good
2023-07-01,Saturday,AGT_038,Bengali,102,161,0,198,197,1,40625,8125,5416,19,Digitech,81.31313131313132,Penalty,27.492385786802032,Penalty,274.9543147208122,Penalty
2023-07-01,Saturday,AGT_038,Marathi,55,72,9,101,82,19,14793,2958,1972,22,Digitech,78.26086956521739,Penalty,24.048780487804876,Penalty,240.52439024390245,Penalty
2023-07-01,Saturday,AGT_038,Telugu,32,36,0,46,46,0,9072,1814,1209,7,Digitech,78.26086956521739,Penalty,26.282608695652176,Penalty,262.9347826086956,Penalty
2023-07-01,Saturday,AGT_038,Tamil,25,43,10,69,43,26,7547,1509,1006,16,Digitech,72.88135593220339,Penalty,23.3953488372093,Penalty,234.0,Good
2023-07-01,Saturday,AGT_038,Gujarati,54,97,2,108,101,7,17698,3539,2359,20,Digitech,91.50943396226415,Good,23.356435643564357,Penalty,233.62376237623764,Good
2023-07-01,Saturday,AGT_038,Urdu,42,83,5,102,93,9,17635,3527,2351,26,Digitech,85.56701030927834,Good,25.27956989247312,Penalty,252.8279569892473,Penalty
2023-07-01,Saturday,AGT_038,Kannada,73,98,6,118,104,14,19210,3842,2561,18,Digitech,87.5,Good,24.625,Penalty,246.27884615384616,Penalty
2023-07-01,Saturday,AGT_038,Odia,26,50,9,81,63,18,12720,2544,1696,22,Digitech,69.44444444444444,Penalty,26.92063492063492,Penalty,269.2063492063492,Penalty
2023-07-01,Saturday,AGT_038,Malayalam,10,17,4,24,18,6,3357,671,447,2,Digitech,85.0,Penalty,24.833333333333332,Penalty,248.61111111111111,Penalty
2023-07-01,Saturday,AGT_038,Punjabi,25,41,2,56,51,5,10589,2117,1411,10,Digitech,75.92592592592592,Penalty,27.666666666666668,Penalty,276.80392156862746,Penalty
2023-07-01,Saturday,AGT_038,Assamese,113,164,32,259,215,44,36840,7368,4912,81,Digitech,72.24669603524228,Penalty,22.846511627906978,Penalty,228.46511627906978,Good
2023-07-01,Saturday,AGT_045,Hindi,869,1074,258,1591,1245,346,216499,43299,28866,434,Digitech,80.5701425356339,Penalty,23.185542168674697,Penalty,231.85863453815261,Good
2023-07-01,Saturday,AGT_045,Bengali,58,104,28,161,104,57,20616,4123,2748,38,Digitech,78.19548872180451,Penalty,26.423076923076923,Penalty,264.2980769230769,Penalty
2023-07-01,Saturday,AGT_045,Marathi,64,97,17,135,97,38,16326,3265,2176,10,Digitech,82.20338983050848,Penalty,22.432989690721648,Penalty,224.4020618556701,Good
2023-07-01,Saturday,AGT_045,Telugu,90,116,9,144,130,14,21904,4380,2920,46,Digitech,85.92592592592592,Good,22.46153846153846,Penalty,224.64615384615385,Good
2023-07-01,Saturday,AGT_045,Tamil,71,113,10,168,148,20,25820,5164,3442,35,Digitech,71.51898734177216,Penalty,23.256756756756758,Penalty,232.6081081081081,Good
2023-07-01,Saturday,AGT_045,Gujarati,56,82,12,119,100,19,17818,3563,2375,35,Digitech,76.63551401869158,Penalty,23.75,Penalty,237.56,Good
2023-07-01,Saturday,AGT_045,Urdu,43,78,4,90,81,9,16138,3227,2151,9,Digitech,90.69767441860465,Good,26.555555555555557,Penalty,265.6296296296296,Penalty
2023-07-01,Saturday,AGT_045,Kannada,32,54,10,87,63,24,10653,2130,1420,9,Digitech,70.12987012987013,Penalty,22.53968253968254,Penalty,225.44444444444446,Good
2023-07-01,Saturday,AGT_045,Odia,38,67,4,80,73,7,14727,2945,1963,12,Digitech,88.1578947368421,Good,26.89041095890411,Penalty,268.972602739726,Penalty
2023-07-01,Saturday,AGT_045,Malayalam,35,46,7,66,54,12,10053,2010,1340,18,Digitech,77.96610169491525,Penalty,24.814814814814813,Penalty,248.2037037037037,Penalty
2023-07-01,Saturday,AGT_045,Punjabi,20,36,4,44,38,6,7224,1444,963,7,Digitech,90.0,Good,25.342105263157894,Penalty,253.44736842105263,Penalty
2023-07-01,Saturday,AGT_045,Assamese,145,177,11,245,221,24,42876,8575,5716,58,Digitech,75.64102564102564,Penalty,25.86425339366516,Penalty,258.67420814479635,Penalty
2023-07-01,Saturday,AGT_017,Hindi,459,663,0,825,825,0,160189,32037,21358,300,Digitech,80.36363636363636,Penalty,25.888484848484847,Penalty,258.88969696969696,Penalty
2023-07-01,Saturday,AGT_017,Bengali,73,145,11,216,197,19,37397,7479,4986,26,Digitech,70.73170731707317,Penalty,25.309644670050762,Penalty,253.10659898477158,Penalty
2023-07-01,Saturday,AGT_017,Marathi,88,112,0,146,146,0,25098,5019,3346,38,Digitech,76.71232876712328,Penalty,22.91780821917808,Penalty,229.1986301369863,Good
2023-07-01,Saturday,AGT_017,Telugu,34,54,11,83,66,17,12171,2434,1622,17,Digitech,75.0,Penalty,24.575757575757574,Penalty,245.86363636363637,Penalty
2023-07-01,Saturday,AGT_017,Tamil,64,104,12,131,104,27,21101,4220,2813,14,Digitech,87.39495798319328,Good,27.048076923076923,Penalty,270.5192307692308,Penalty
2023-07-01,Saturday,AGT_017,Gujarati,87,101,23,142,108,34,20025,4005,2670,12,Digitech,84.87394957983193,Penalty,24.72222222222222,Penalty,247.22222222222223,Penalty
2023-07-01,Saturday,AGT_017,Urdu,44,55,2,65,62,3,10478,2095,1397,16,Digitech,87.3015873015873,Good,22.532258064516128,Penalty,225.32258064516128,Good
2023-07-01,Saturday,AGT_017,Kannada,63,112,4,142,133,9,25247,5049,3366,43,Digitech,81.15942028985508,Penalty,25.30827067669173,Penalty,253.09774436090225,Penalty
2023-07-01,Saturday,AGT_017,Odia,43,54,5,74,62,12,10261,2052,1368,17,Digitech,78.26086956521739,Penalty,22.06451612903226,Penalty,220.66129032258064,Good
2023-07-01,Saturday,AGT_017,Malayalam,50,66,4,90,80,10,16038,3207,2138,26,Digitech,76.74418604651163,Penalty,26.725,Penalty,267.2875,Penalty
2023-07-01,Saturday,AGT_017,Punjabi,16,26,3,38,32,6,6337,1267,844,3,Digitech,74.28571428571429,Penalty,26.375,Penalty,264.0,Penalty
2023-07-01,Saturday,AGT_017,Assamese,132,151,4,167,160,7,28703,5740,3827,17,Digitech,92.63803680981594,Good,23.91875,Penalty,239.1875,Good
2023-07-01,Saturday,AGT_012,Hindi,369,714,86,919,803,116,146611,29322,19548,297,Digitech,85.71428571428571,Good,24.34371108343711,Penalty,243.43835616438355,Penalty
2023-07-01,Saturday,AGT_012,Bengali,54,102,15,127,108,19,19564,3912,2608,35,Digitech,91.07142857142857,Good,24.14814814814815,Penalty,241.5185185185185,Penalty
2023-07-01,Saturday,AGT_012,Marathi,62,76,16,118,76,42,15771,3154,2102,7,Digitech,74.50980392156863,Penalty,27.657894736842106,Penalty,276.67105263157896,Penalty
2023-07-01,Saturday,AGT_012,Telugu,75,104,13,160,143,17,23470,4694,3129,52,Digitech,70.74829931972789,Penalty,21.88111888111888,Penalty,218.83216783216784,Good
2023-07-01,Saturday,AGT_012,Tamil,39,68,2,96,90,6,17518,3503,2335,27,Digitech,72.3404255319149,Penalty,25.944444444444443,Penalty,259.5111111111111,Penalty
2023-07-01,Saturday,AGT_012,Gujarati,25,43,8,64,50,14,9528,1905,1270,11,Digitech,76.78571428571429,Penalty,25.4,Penalty,254.06,Penalty
2023-07-01,Saturday,AGT_012,Urdu,50,67,11,92,77,15,13313,2662,1775,29,Digitech,82.71604938271605,Penalty,23.051948051948052,Penalty,230.5194805194805,Good
2023-07-01,Saturday,AGT_012,Kannada,49,68,15,90,71,19,12028,2405,1603,19,Digitech,90.66666666666666,Good,22.577464788732396,Penalty,225.85915492957747,Good
2023-07-01,Saturday,AGT_012,Odia,21,33,7,53,42,11,8136,1627,1084,9,Digitech,71.73913043478261,Penalty,25.80952380952381,Penalty,258.26190476190476,Penalty
2023-07-01,Saturday,AGT_012,Malayalam,28,32,6,45,34,11,6623,1324,883,8,Digitech,82.05128205128204,Penalty,25.970588235294116,Penalty,259.70588235294116,Penalty
2023-07-01,Saturday,AGT_012,Punjabi,27,36,0,40,40,0,6920,1384,922,12,Digitech,90.0,Good,23.05,Penalty,230.65,Good
2023-07-01,Saturday,AGT_012,Assamese,110,182,20,259,223,36,44479,8895,5930,60,Digitech,76.15062761506276,Penalty,26.591928251121075,Penalty,265.9372197309417,Penalty
2023-07-01,Saturday,AGT_023,Hindi,358,652,66,889,801,88,165601,33120,22080,188,Digitech,79.22235722964763,Penalty,27.56554307116105,Penalty,275.65667915106116,Penalty
2023-07-01,Saturday,AGT_023,Bengali,91,166,7,183,171,12,33401,6680,4453,53,Digitech,94.31818181818183,Good,26.04093567251462,Penalty,260.4327485380117,Penalty
2023-07-01,Saturday,AGT_023,Marathi,88,137,18,181,153,28,29337,5867,3911,23,Digitech,84.04907975460122,Penalty,25.562091503267975,Penalty,255.65359477124184,Penalty
2023-07-01,Saturday,AGT_023,Telugu,51,88,14,128,104,24,21201,4240,2826,33,Digitech,77.19298245614034,Penalty,27.173076923076923,Penalty,271.7980769230769,Penalty
2023-07-01,Saturday,AGT_023,Tamil,73,93,6,126,110,16,22233,4446,2964,27,Digitech,77.5,Penalty,26.945454545454545,Penalty,269.4818181818182,Penalty
2023-07-01,Saturday,AGT_023,Gujarati,60,91,9,120,104,16,17581,3516,2344,41,Digitech,81.98198198198197,Penalty,22.53846153846154,Penalty,225.39423076923077,Good
2023-07-01,Saturday,AGT_023,Urdu,48,78,5,90,81,9,16087,3217,2145,8,Digitech,91.76470588235294,Good,26.48148148148148,Penalty,264.8024691358025,Penalty
2023-07-01,Saturday,AGT_023,Kannada,58,69,22,110,78,32,15022,3004,2003,28,Digitech,78.4090909090909,Penalty,25.67948717948718,Penalty,256.78205128205127,Penalty
2023-07-01,Saturday,AGT_023,Odia,5,8,4,19,8,11,1651,330,220,2,Digitech,53.333333333333336,Penalty,27.5,Penalty,275.125,Penalty
2023-07-01,Saturday,AGT_023,Malayalam,26,33,1,48,44,4,8757,1751,1167,7,Digitech,70.2127659574468,Penalty,26.522727272727273,Penalty,265.34090909090907,Penalty
2023-07-01,Saturday,AGT_023,Punjabi,19,24,1,29,26,3,4755,951,634,10,Digitech,85.71428571428571,Good,24.384615384615383,Penalty,243.84615384615384,Penalty
2023-07-01,Saturday,AGT_023,Assamese,100,123,0,171,171,0,31957,6391,4261,30,Digitech,71.9298245614035,Penalty,24.91812865497076,Penalty,249.17543859649123,Penalty
2023-07-01,Saturday,AGT_022,Hindi,695,892,146,1117,922,195,185687,37137,24758,165,Digitech,91.86405767250257,Good,26.852494577006507,Penalty,268.527114967462,Penalty
2023-07-01,Saturday,AGT_022,Bengali,55,99,21,162,122,40,24630,4926,3284,37,Digitech,70.2127659574468,Penalty,26.918032786885245,Penalty,269.1803278688525,Penalty
2023-07-01,Saturday,AGT_022,Marathi,66,90,10,116,101,15,20022,4004,2669,18,Digitech,84.90566037735849,Penalty,26.425742574257427,Penalty,264.3069306930693,Penalty
2023-07-01,Saturday,AGT_022,Telugu,53,85,13,130,112,18,21723,4344,2896,33,Digitech,72.64957264957265,Penalty,25.857142857142858,Penalty,258.5982142857143,Penalty
2023-07-01,Saturday,AGT_022,Tamil,25,46,8,66,46,20,7961,1592,1061,10,Digitech,79.3103448275862,Penalty,23.065217391304348,Penalty,230.7391304347826,Good
2023-07-01,Saturday,AGT_022,Gujarati,49,92,17,119,94,25,16730,3346,2230,24,Digitech,90.19607843137256,Good,23.72340425531915,Penalty,237.29787234042553,Good
2023-07-01,Saturday,AGT_022,Urdu,54,82,0,105,105,0,19936,3987,2658,20,Digitech,78.0952380952381,Penalty,25.314285714285713,Penalty,253.15238095238095,Penalty
2023-07-01,Saturday,AGT_022,Kannada,31,41,10,64,44,20,7386,1477,984,6,Digitech,75.92592592592592,Penalty,22.363636363636363,Penalty,223.79545454545453,Good
2023-07-01,Saturday,AGT_022,Odia,36,47,2,58,53,5,10760,2152,1434,11,Digitech,83.92857142857143,Penalty,27.056603773584907,Penalty,270.6792452830189,Penalty
2023-07-01,Saturday,AGT_022,Malayalam,30,52,9,71,52,19,10520,2104,1402,16,Digitech,83.87096774193549,Penalty,26.96153846153846,Penalty,269.7307692307692,Penalty
2023-07-01,Saturday,AGT_022,Punjabi,25,33,5,51,40,11,7069,1413,942,5,Digitech,71.73913043478261,Penalty,23.55,Penalty,235.6,Good
2023-07-01,Saturday,AGT_022,Assamese,93,137,16,179,148,31,25967,5193,3462,43,Digitech,84.04907975460122,Penalty,23.39189189189189,Penalty,233.93243243243242,Good
2023-07-01,Saturday,AGT_036,Hindi,685,1246,262,1601,1247,354,239963,47992,31995,253,Digitech,93.05451829723674,Good,25.657578187650362,Penalty,256.5757818765036,Penalty
2023-07-01,Saturday,AGT_036,Bengali,57,89,10,115,93,22,17975,3595,2396,20,Digitech,84.76190476190476,Penalty,25.763440860215052,Penalty,257.6989247311828,Penalty
2023-07-01,Saturday,AGT_036,Marathi,83,132,18,185,159,26,28428,5685,3790,43,Digitech,79.04191616766467,Penalty,23.836477987421382,Penalty,238.38364779874215,Good
2023-07-01,Saturday,AGT_036,Telugu,89,121,29,187,149,38,30141,6028,4018,19,Digitech,76.58227848101265,Penalty,26.966442953020135,Penalty,269.71140939597313,Penalty
2023-07-01,Saturday,AGT_036,Tamil,73,94,0,124,124,0,25168,5033,3355,44,Digitech,75.80645161290323,Penalty,27.056451612903224,Penalty,270.61290322580646,Penalty
2023-07-01,Saturday,AGT_036,Gujarati,57,81,8,113,99,14,19377,3875,2583,38,Digitech,77.14285714285715,Penalty,26.09090909090909,Penalty,260.95959595959596,Penalty
2023-07-01,Saturday,AGT_036,Urdu,30,40,0,49,49,0,9295,1859,1239,14,Digitech,81.63265306122449,Penalty,25.285714285714285,Penalty,252.91836734693877,Penalty
2023-07-01,Saturday,AGT_036,Kannada,36,65,17,92,70,22,13655,2731,1820,16,Digitech,86.66666666666667,Good,26.0,Penalty,260.0857142857143,Penalty
2023-07-01,Saturday,AGT_036,Odia,15,28,5,43,36,7,7119,1423,949,4,Digitech,73.68421052631578,Penalty,26.36111111111111,Penalty,263.6388888888889,Penalty
2023-07-01,Saturday,AGT_036,Malayalam,13,24,3,32,24,8,4841,968,645,2,Digitech,82.75862068965517,Penalty,26.875,Penalty,268.9166666666667,Penalty
2023-07-01,Saturday,AGT_036,Punjabi,24,30,1,35,33,2,6891,1378,918,8,Digitech,88.23529411764706,Good,27.818181818181817,Penalty,278.3939393939394,Penalty
2023-07-01,Saturday,AGT_036,Assamese,155,185,52,299,231,68,42340,8468,5645,92,Digitech,74.89878542510121,Penalty,24.437229437229437,Penalty,244.3852813852814,Penalty
2023-07-01,Saturday,AGT_004,Hindi,454,905,74,1219,1117,102,216544,43308,28872,413,Digitech,79.03930131004367,Penalty,25.847806624888094,Penalty,258.4816472694718,Penalty
2023-07-01,Saturday,AGT_004,Bengali,40,66,10,81,66,15,11847,2369,1579,23,Digitech,92.95774647887323,Good,23.924242424242426,Penalty,239.3181818181818,Good
2023-07-01,Saturday,AGT_004,Marathi,39,78,20,120,94,26,16216,3243,2162,36,Digitech,78.0,Penalty,23.0,Penalty,230.01063829787233,Good
2023-07-01,Saturday,AGT_004,Telugu,49,91,14,130,111,19,22962,4592,3061,21,Digitech,78.44827586206897,Penalty,27.576576576576578,Penalty,275.81081081081084,Penalty
2023-07-01,Saturday,AGT_004,Tamil,87,99,1,121,118,3,22148,4429,2953,46,Digitech,82.5,Penalty,25.02542372881356,Penalty,250.25423728813558,Penalty
2023-07-01,Saturday,AGT_004,Gujarati,67,89,0,106,105,1,17816,3563,2375,38,Digitech,83.9622641509434,Penalty,22.61904761904762,Penalty,226.22857142857143,Good
2023-07-01,Saturday,AGT_004,Urdu,55,78,11,108,91,17,19023,3804,2536,28,Digitech,80.41237113402062,Penalty,27.86813186813187,Penalty,278.7142857142857,Penalty
2023-07-01,Saturday,AGT_004,Kannada,54,80,2,88,84,4,16008,3201,2134,32,Digitech,93.02325581395348,Good,25.404761904761905,Penalty,254.08333333333334,Penalty
2023-07-01,Saturday,AGT_004,Odia,32,51,0,58,58,0,11378,2275,1517,20,Digitech,87.93103448275862,Good,26.155172413793103,Penalty,261.55172413793105,Penalty
2023-07-01,Saturday,AGT_004,Malayalam,47,56,1,78,76,2,15446,3089,2059,16,Digitech,72.72727272727273,Penalty,27.092105263157894,Penalty,270.9736842105263,Penalty
2023-07-01,Saturday,AGT_004,Punjabi,22,41,3,60,52,8,10194,2038,1359,10,Digitech,71.9298245614035,Penalty,26.134615384615383,Penalty,261.36538461538464,Penalty
2023-07-01,Saturday,AGT_004,Assamese,86,133,56,207,133,74,26818,5363,3575,32,Digitech,88.0794701986755,Good,26.8796992481203,Penalty,268.8421052631579,Penalty
2023-07-01,Saturday,AGT_003,Hindi,135,256,9,363,341,22,62612,12522,8348,72,Digitech,72.31638418079096,Penalty,24.480938416422287,Penalty,244.81524926686217,Penalty
2023-07-01,Saturday,AGT_003,Bengali,95,109,8,137,124,13,24512,4902,3268,23,Digitech,84.49612403100775,Penalty,26.35483870967742,Penalty,263.56451612903226,Penalty
2023-07-01,Saturday,AGT_003,Marathi,84,168,3,222,217,5,40055,8011,5340,44,Digitech,76.71232876712328,Penalty,24.608294930875577,Penalty,246.110599078341,Penalty
2023-07-01,Saturday,AGT_003,Telugu,35,56,1,78,75,3,13367,2673,1782,27,Digitech,72.72727272727273,Penalty,23.76,Penalty,237.62666666666667,Good
2023-07-01,Saturday,AGT_003,Tamil,100,122,10,145,122,23,23983,4796,3197,37,Digitech,90.37037037037037,Good,26.204918032786885,Penalty,262.0983606557377,Penalty
2023-07-01,Saturday,AGT_003,Gujarati,79,91,19,131,102,29,17891,3578,2385,14,Digitech,81.25,Penalty,23.38235294117647,Penalty,233.86274509803923,Good
2023-07-01,Saturday,AGT_003,Urdu,45,52,6,80,65,15,11211,2242,1494,11,Digitech,70.27027027027027,Penalty,22.984615384615385,Penalty,229.95384615384614,Good
2023-07-01,Saturday,AGT_003,Kannada,36,58,14,93,70,23,11489,2297,1531,22,Digitech,73.41772151898735,Penalty,21.87142857142857,Penalty,218.81428571428572,Good
2023-07-01,Saturday,AGT_003,Odia,42,54,6,76,67,9,11143,2228,1485,22,Digitech,77.14285714285715,Penalty,22.16417910447761,Penalty,221.73134328358208,Good
2023-07-01,Saturday,AGT_003,Malayalam,19,34,6,49,34,15,5931,1186,790,7,Digitech,79.06976744186046,Penalty,23.235294117647058,Penalty,232.55882352941177,Good
2023-07-01,Saturday,AGT_003,Punjabi,20,36,4,53,47,6,9281,1856,1237,13,Digitech,73.46938775510205,Penalty,26.319148936170212,Penalty,263.27659574468083,Penalty
2023-07-01,Saturday,AGT_003,Assamese,89,111,24,162,111,51,19970,3994,2662,12,Digitech,80.43478260869566,Penalty,23.98198198198198,Penalty,239.87387387387386,Good
